Battery_Health_Score,Reported_Issues,Brake_Condition_Worn Out,Battery_Failure,Tire_Health_Score,engine_stress,Battery_Status_Weak,Need_Maintenance
-0.1,0,False,1,-0.5,4656131.2,True,1
0.6,0,True,0,0.15,3293753.6500000004,False,1
0.6,4,False,0,-0.61,5980109.87,False,1
0.0,2,False,0,-0.44,4270437.0,False,0
0.1,2,False,0,0.35,3188358.55,False,0
-0.1,2,False,0,-0.56,4822421.64,False,1
-0.1,4,True,0,-0.05,3373098.8200000003,False,1
0.2,4,False,0,-0.25,3312037.41,False,1
0.6,1,True,1,-0.32,3674388.45,True,1
0.6,3,False,0,0.64,3247650.4499999997,False,1
-0.2,1,True,0,0.06,6022437.4,False,1
0.0,3,False,1,-0.46,6189708.09,True,1
0.3,3,False,1,0.07,6181594.47,True,1
-0.3,5,True,1,-0.41,4384720.680000001,True,1
-0.3,0,False,1,0.16,7054968.399999999,True,1
0.3,0,True,0,-0.46,5975409.75,False,1
0.1,2,False,1,-0.62,6895669.2,True,1
0.6,2,True,0,0.03,6116260.43,False,1
0.6,2,True,0,-0.28,5093372.45,False,1
-0.1,0,True,0,-0.57,6692774.399999999,False,1
0.6,4,True,1,-0.09,3313157.04,True,1
0.2,3,False,0,0.42,4515020.82,False,1
0.4,1,False,0,0.08,8390588.64,False,0
-0.2,0,False,1,0.45,4797555.75,True,1
-0.2,1,True,0,0.41,4171644.5600000005,False,1
-0.1,5,True,0,-0.45,4430565.210000001,False,1
0.0,0,False,0,0.03,7178754.260000001,False,0
-0.1,3,False,0,-0.04,2676111.33,False,1
0.5,0,False,0,0.38,3651290.88,False,0
0.6,3,False,1,0.18,3098013.64,True,1
0.2,5,False,0,-0.18,7615086.76,False,1
0.0,2,True,0,-0.26,4745120.44,False,1
0.3,0,False,0,-0.31,5903342.16,False,0
-0.2,5,False,0,-0.39,5391999.2,False,1
0.5,5,False,0,-0.51,6096238.68,False,1
0.4,1,True,0,0.12,6772584.0,False,1
-0.3,5,True,0,-0.5,5058221.19,False,1
-0.1,5,True,0,-0.36,5104900.24,False,1
0.1,0,True,1,0.23,4641943.0200000005,True,1
-0.1,3,True,0,0.01,5559608.6,False,1
0.5,4,False,0,-0.15,3162147.24,False,1
0.4,5,False,0,-0.53,5058756.55,False,1
-0.3,2,True,0,0.53,3262557.48,False,1
-0.2,5,False,0,-0.0,2724815.9099999997,False,1
0.6,2,False,1,-0.02,5020926.81,True,1
-0.2,1,False,1,-0.55,4814345.28,True,1
0.5,0,False,1,0.27,4330578.5200000005,True,1
0.3,5,False,0,-0.18,3180932.2500000005,False,1
0.4,1,False,0,0.38,3893180.1599999997,False,0
0.1,2,False,0,-0.12,6240834.59,False,0
-0.3,4,False,1,0.43,5178946.44,True,1
0.3,0,False,0,-0.43,6091562.399999999,False,0
-0.3,2,False,0,-0.19,3701960.96,False,1
0.0,0,False,1,-0.65,7225253.0,True,1
0.0,0,False,0,0.6,4143830.67,False,1
-0.3,5,True,0,0.36,2734847.2800000003,False,1
0.0,1,False,0,-0.12,3429422.7600000002,False,0
0.1,5,False,0,0.21,6353152.399999999,False,1
0.4,1,True,0,0.02,8096178.56,False,1
0.4,4,True,1,-0.23,4032289.26,True,1
0.0,3,True,1,0.66,3064300.4,True,1
0.4,5,False,1,-0.41,4748748.0600000005,True,1
0.0,4,False,0,0.24,5272102.5,False,1
-0.2,0,False,1,-0.24,3421996.9400000004,True,1
0.4,5,True,0,0.32,4799168.12,False,1
0.5,0,False,0,0.38,3952498.6199999996,False,0
0.7,3,False,0,-0.64,6982694.12,False,0
0.1,0,True,1,-0.09,2581222.5,True,1
0.4,3,False,1,0.05,7639147.8,True,1
0.4,5,True,0,0.13,4231447.2,False,1
-0.3,5,True,0,0.07,4204765.29,False,1
-0.3,3,False,0,0.35,3590016.7,False,1
-0.1,5,False,0,-0.06,2521198.68,False,1
-0.2,0,True,1,-0.46,6601175.399999999,True,1
0.0,1,False,0,-0.62,5085874.869999999,False,0
0.4,4,False,0,-0.23,4602132.64,False,1
0.5,3,False,0,-0.03,4944062.07,False,1
0.6,0,False,0,0.06,2796757.81,False,0
0.4,5,False,0,-0.56,5225986.74,False,1
0.6,2,False,0,-0.03,2898399.21,False,1
-0.3,4,False,0,-0.21,6667720.2,False,1
-0.3,3,True,1,0.61,2668176.61,True,1
-0.3,1,True,1,-0.05,2182259.46,True,1
0.2,1,False,0,0.61,2446306.0999999996,False,0
0.2,3,True,0,-0.16,5571601.68,False,1
0.5,0,True,1,0.41,5090595.84,True,1
-0.2,0,True,0,-0.58,7062125.94,False,1
0.4,2,False,0,-0.58,6533815.760000001,False,0
0.4,3,True,0,-0.41,5501999.2700000005,False,1
-0.3,4,False,1,-0.47,5463775.07,True,1
0.6,2,False,1,0.05,6379919.619999999,True,1
0.3,1,False,1,-0.37,5398750.61,True,1
0.1,5,False,0,0.37,5706055.68,False,1
0.4,5,True,0,0.36,4828185.76,False,1
0.5,4,False,0,0.21,5734473.159999999,False,1
0.7,1,False,0,0.47,3670240.5,False,0
0.6,0,False,0,-0.21,3453937.4099999997,False,0
0.1,4,False,0,0.15,5881277.7,False,1
0.9,3,False,0,0.49,4010482.6999999997,False,0
0.5,2,False,0,0.58,4925170.66,False,1
-0.2,5,False,1,-0.34,6094789.28,True,1
0.4,3,False,0,-0.05,5875456.65,False,1
-0.3,5,False,0,0.31,5366167.04,False,1
0.5,2,False,0,0.25,5317177.32,False,0
0.2,4,False,1,0.16,4578724.92,True,1
0.5,3,False,0,0.19,7276981.92,False,1
0.5,5,True,0,-0.34,4992053.49,False,1
0.2,0,True,0,-0.11,7183995.17,False,1
0.4,3,False,0,0.75,3264207.65,False,1
0.1,4,False,0,-0.02,3322794.0,False,1
-0.3,0,True,0,0.31,5160140.04,False,1
0.6,3,False,0,-0.22,4226863.84,False,1
0.4,4,False,0,0.16,4661489.34,False,1
0.3,3,False,0,-0.04,5009625.6,False,1
-0.3,0,True,0,0.04,7099027.8,False,1
0.9,2,False,0,-0.38,5461902.63,False,0
0.1,5,False,0,0.15,7950475.9399999995,False,1
0.3,0,True,1,0.42,3908436.9800000004,True,1
0.3,4,False,0,-0.21,3945269.3000000003,False,1
0.0,2,False,0,-0.04,7511765.14,False,0
-0.3,2,True,0,0.48,4005121.84,False,1
0.6,4,False,0,-0.01,2408178.24,False,1
-0.2,2,True,0,0.26,4689123.84,False,1
0.2,0,False,1,0.77,2342133.03,True,1
0.0,5,False,0,-0.29,3312361.2,False,1
-0.1,4,False,1,0.59,4062577.0100000002,True,1
-0.1,5,False,0,-0.32,4982126.76,False,1
0.3,5,False,0,0.23,5748859.260000001,False,1
-0.1,0,True,1,-0.02,2529233.0,True,1
0.2,0,True,0,-0.46,4331013.119999999,False,1
0.0,4,True,0,-0.44,4143713.6100000003,False,1
0.6,2,True,1,0.14,4779174.42,True,1
-0.2,2,True,0,-0.44,4559499.0,False,1
0.0,2,False,1,-0.32,4108321.2,True,1
0.6,3,False,0,0.41,2646231.84,False,1
0.5,4,False,0,0.13,5406123.4,False,1
0.5,4,False,1,0.48,2710185.84,True,1
0.1,0,False,0,0.48,2953953.7800000003,False,0
0.0,2,True,1,0.48,5548583.3,True,1
0.0,0,True,0,-0.24,4725212.52,False,1
0.0,2,False,1,-0.35,5495555.68,True,1
0.4,0,False,0,0.19,4772252.5200000005,False,0
0.1,2,True,0,-0.32,3507440.96,False,1
0.2,1,False,0,0.19,6269238.24,False,1
0.0,1,False,1,-0.17,3769130.7,True,1
0.1,1,True,0,0.54,2972296.08,False,1
-0.3,4,False,0,-0.6,4915510.6,False,1
0.6,0,True,0,0.07,6589042.319999999,False,1
0.4,4,False,0,-0.06,5439076.23,False,1
0.3,3,True,1,0.01,2348002.5,True,1
-0.2,0,False,1,-0.25,4456301.22,True,1
0.6,3,False,0,0.24,4134328.58,False,1
0.6,2,False,0,0.34,5302273.82,False,1
-0.2,2,True,0,0.66,2991041.73,False,1
0.1,2,True,1,0.51,3320783.3000000003,True,1
0.2,3,True,1,0.62,2688698.16,True,1
0.4,5,False,0,0.09,3353879.55,False,1
0.0,3,False,1,-0.13,3811325.85,True,1
-0.1,0,True,0,-0.01,2771248.64,False,1
-0.3,0,False,0,0.5,2585904.09,False,1
0.3,4,False,0,0.09,4549742.300000001,False,1
0.3,5,True,0,0.21,6217840.850000001,False,1
0.8,0,False,0,-0.57,7031964.94,False,0
0.1,5,True,0,-0.19,6576757.6,False,1
0.0,3,True,0,-0.29,5293421.28,False,1
0.5,1,True,0,-0.06,2647961.25,False,1
0.2,3,False,0,0.33,3363299.37,False,1
0.6,0,False,0,-0.55,7590423.749999999,False,0
0.6,4,False,0,-0.61,4936796.82,False,1
-0.3,1,True,1,-0.1,2931698.64,True,1
0.1,0,True,0,0.25,4452948.149999999,False,1
0.3,5,True,1,0.46,3902946.8000000003,True,1
0.1,0,False,1,-0.66,6236958.54,True,1
0.2,5,True,1,-0.54,5180363.79,True,1
-0.2,0,True,0,0.06,7119292.32,False,1
0.4,1,False,0,0.43,2987010.58,False,1
0.5,3,False,0,0.55,2764115.4,False,1
0.5,4,True,1,0.21,5782393.98,True,1
0.2,1,False,0,-0.0,3088882.1999999997,False,0
0.4,1,True,0,-0.59,5208492.96,False,1
0.6,0,False,0,-0.51,5729260.300000001,False,0
0.3,0,False,0,0.27,7192194.3,False,0
-0.1,2,True,0,-0.27,4123149.45,False,1
0.2,4,False,0,-0.25,5366477.16,False,1
0.6,4,False,0,0.19,7603337.47,False,1
-0.2,0,False,1,-0.52,5370015.56,True,1
0.3,5,False,0,0.66,3236525.62,False,1
0.1,1,True,0,0.12,7573247.5,False,1
-0.3,3,True,1,-0.18,2826479.25,True,1
0.5,4,False,0,-0.35,3713766.3,False,1
0.5,3,False,0,-0.04,6683807.76,False,1
-0.2,4,True,0,-0.24,7046611.56,False,1
0.4,0,True,1,-0.06,2025940.4,True,1
-0.1,4,True,0,0.04,2265397.68,False,1
0.5,5,False,0,0.05,5753323.5,False,1
0.2,5,True,0,-0.18,3660329.25,False,1
-0.2,1,True,0,-0.12,3502823.5199999996,False,1
0.2,1,True,1,0.23,5064844.3,True,1
0.4,1,True,1,-0.58,6735907.35,True,1
0.1,0,False,1,-0.22,3724851.13,True,1
-0.2,1,True,1,0.23,5398533.84,True,1
0.6,1,False,0,-0.43,5939398.89,False,0
0.0,0,True,1,-0.35,4238177.649999999,True,1
-0.2,0,True,0,-0.36,3668158.8600000003,False,1
0.5,1,False,1,-0.46,6393495.42,True,1
0.1,3,True,0,-0.51,6563240.04,False,1
0.3,0,False,1,-0.17,7588330.2,True,1
0.4,2,False,0,-0.39,5473317.72,False,1
0.5,0,False,1,-0.07,5977234.62,True,1
0.6,1,False,0,-0.23,4189475.8200000003,False,0
-0.1,3,False,0,0.34,3599912.16,False,1
0.5,5,False,1,-0.48,7147209.41,True,1
0.3,0,False,0,-0.1,2918863.8600000003,False,0
0.6,5,True,1,0.41,2855260.8,True,1
0.5,2,False,0,0.73,3461226.44,False,0
0.5,5,False,0,-0.5,5572728.390000001,False,1
0.2,0,True,1,0.36,4440228.850000001,True,1
-0.1,2,True,0,0.31,7356166.16,False,1
0.6,2,False,0,0.33,4290957.95,False,1
0.1,3,True,0,-0.43,5430241.88,False,1
0.3,3,False,0,-0.05,2752499.6100000003,False,1
0.5,1,True,1,-0.44,5075390.32,True,1
0.0,3,False,0,0.19,6801948.5,False,1
0.0,0,False,0,-0.06,2697249.0999999996,False,0
0.5,4,False,0,-0.21,4180233.0,False,1
-0.1,4,False,0,-0.41,4486727.04,False,1
0.5,3,False,0,0.14,4817054.22,False,1
0.5,5,True,1,0.13,5488318.08,True,1
0.2,2,False,0,0.45,4007906.24,False,0
0.5,0,True,0,-0.24,3552267.42,False,1
-0.2,0,True,0,-0.31,3826527.56,False,1
0.2,1,True,1,-0.5,5090948.82,True,1
-0.1,2,True,0,0.36,5180844.159999999,False,1
0.2,2,False,0,0.05,5335646.399999999,False,0
0.4,4,False,1,-0.32,4583724.75,True,1
0.4,5,True,0,0.32,4526392.64,False,1
0.4,3,False,1,-0.36,4652461.5,True,1
0.5,3,False,0,-0.32,3523247.96,False,0
-0.1,2,True,1,0.21,7586216.9399999995,True,1
0.3,5,True,1,-0.06,6759854.93,True,1
-0.3,0,False,1,0.41,2987826.24,True,1
-0.3,0,True,1,0.45,4372461.62,True,1
0.3,4,False,0,0.11,5327272.8,False,1
0.2,2,False,0,-0.31,5897834.399999999,False,0
0.9,3,False,0,0.29,4260509.5,False,0
0.5,4,True,0,-0.07,3036243.13,False,1
-0.3,5,True,1,0.44,5040100.600000001,True,1
-0.3,3,False,0,0.26,4597700.38,False,1
0.3,2,False,0,0.45,4259664.24,False,0
0.7,2,False,0,0.17,5289907.5,False,0
0.7,0,False,0,0.71,2258947.37,False,0
0.0,3,True,0,-0.13,5901519.33,False,1
-0.1,5,False,0,-0.06,4358647.65,False,1
-0.2,4,True,0,-0.24,4840519.2,False,1
0.0,1,False,1,0.27,3171680.46,True,1
0.3,2,True,0,0.32,3287027.84,False,1
-0.1,5,False,0,0.25,5066706.26,False,1
0.1,4,True,1,0.16,7324697.1,True,1
-0.3,4,False,0,-0.34,5202237.6,False,1
0.9,0,False,0,0.56,3962898.13,False,0
0.0,5,False,1,-0.45,5650767.8,True,1
0.4,5,False,0,-0.25,4414404.96,False,1
0.2,4,False,0,0.16,5094154.24,False,1
0.3,4,False,0,0.03,6438005.92,False,1
0.1,3,True,0,-0.43,5919469.8,False,1
0.2,2,False,0,-0.03,2991968.8000000003,False,0
-0.1,5,True,0,-0.17,3380899.76,False,1
0.2,0,True,0,-0.52,5435037.87,False,1
0.7,2,False,0,-0.42,5872472.16,False,0
0.6,1,False,0,-0.53,5558044.8,False,0
-0.3,3,False,0,0.16,5362362.0,False,1
0.1,3,True,1,0.29,3247470.72,True,1
-0.1,2,True,1,-0.06,2040129.0,True,1
0.2,1,True,0,0.42,2586109.1900000004,False,1
0.5,1,False,0,0.19,5431533.300000001,False,0
-0.3,4,True,0,-0.58,7620242.4,False,1
0.4,2,False,0,-0.0,2766098.1,False,1
0.6,4,False,0,-0.54,7241205.15,False,1
0.1,5,True,0,-0.23,3873877.8200000003,False,1
0.3,3,False,0,0.01,8485807.91,False,1
-0.1,3,True,1,0.59,4078731.0,True,1
-0.2,5,False,1,0.58,3206785.14,True,1
0.0,5,False,0,0.11,4184162.91,False,1
0.0,0,False,0,-0.25,3450117.6300000004,False,1
0.5,5,False,0,0.54,3665555.4,False,1
0.2,5,False,0,0.09,6024352.37,False,1
-0.3,1,True,0,0.43,4112727.3600000003,False,1
0.5,2,True,0,-0.14,2648979.9999999995,False,1
0.4,5,False,1,-0.4,4279642.56,True,1
0.8,0,False,0,0.76,2405971.8,False,0
0.4,0,False,0,-0.63,7766902.5600000005,False,0
0.1,4,False,0,-0.09,6267048.54,False,1
-0.3,2,False,1,-0.46,4703631.64,True,1
0.1,0,True,1,0.11,7289054.470000001,True,1
0.8,1,False,0,-0.57,7407250.52,False,0
0.6,2,True,0,-0.3,3447424.9200000004,False,1
0.3,3,True,0,0.38,4204130.36,False,1
0.5,0,True,0,0.66,3733965.6799999997,False,1
0.6,5,True,0,-0.57,7410091.649999999,False,1
0.6,5,True,1,-0.45,6563139.46,True,1
0.1,5,False,0,0.26,2564968.6,False,1
0.3,1,False,0,0.22,5382555.0,False,0
-0.2,3,False,1,-0.06,2965247.3400000003,True,1
-0.2,2,True,0,0.56,3113394.04,False,1
-0.2,1,False,0,0.28,6082708.8,False,1
-0.3,5,False,0,-0.21,6980971.52,False,1
0.3,3,False,1,-0.13,3791070.29,True,1
0.3,2,True,0,0.56,4670239.399999999,False,1
0.6,3,True,0,-0.18,3087940.8600000003,False,1
0.8,2,False,0,0.47,4096713.64,False,0
0.0,3,False,1,-0.33,8461460.76,True,1
0.6,4,False,1,-0.21,3749190.4,True,1
0.0,5,False,0,0.41,4615389.32,False,1
-0.3,5,False,1,-0.13,5544576.52,True,1
-0.2,2,False,0,-0.16,4099332.2,False,1
0.5,4,False,1,-0.07,2623487.91,True,1
0.6,5,True,0,0.41,3333716.9600000004,False,1
0.0,0,True,0,-0.36,3647168.0999999996,False,1
0.6,4,True,0,-0.58,5273716.37,False,1
0.5,5,False,0,-0.31,3432160.39,False,1
-0.1,1,False,1,0.16,5020114.64,True,1
0.1,5,True,0,0.39,5191120.350000001,False,1
-0.2,3,True,0,-0.07,5559346.54,False,1
-0.1,1,True,0,0.14,4299267.6899999995,False,1
0.4,1,False,0,0.19,6342675.64,False,0
-0.3,4,False,0,0.04,5468760.74,False,1
0.3,5,True,0,0.37,3936161.13,False,1
-0.1,1,True,0,-0.3,4127430.84,False,1
0.2,4,True,1,0.24,5189963.5200000005,True,1
0.2,5,False,1,-0.53,6179217.76,True,1
0.3,5,False,0,-0.4,4222618.68,False,1
-0.2,1,True,0,0.07,6839511.0600000005,False,1
0.0,3,False,0,0.51,4423477.85,False,0
0.1,4,True,1,-0.13,3730205.25,True,1
0.5,4,False,0,-0.59,7533360.84,False,1
0.5,0,True,0,0.36,2948270.36,False,1
-0.2,3,False,0,-0.41,6212238.840000001,False,1
-0.1,5,False,0,0.43,3020700.54,False,1
0.4,2,True,0,0.02,6826565.2,False,1
0.5,2,True,1,-0.46,5481721.23,True,1
-0.2,5,True,0,-0.65,7741319.04,False,1
0.5,1,True,0,0.39,3680290.6799999997,False,1
0.3,3,False,0,-0.01,3283653.06,False,0
0.2,0,False,0,0.01,8113720.5600000005,False,0
-0.2,3,False,1,-0.08,2510147.5,True,1
0.3,4,False,0,-0.44,4215656.909999999,False,1
0.6,2,False,0,-0.33,5003863.34,False,1
0.9,1,False,0,-0.51,5569206.93,False,0
-0.1,2,False,1,0.65,4164877.5,True,1
0.2,5,False,0,-0.13,2521616.04,False,1
0.3,5,True,0,-0.55,4482478.08,False,1
-0.2,3,False,1,-0.26,4335774.19,True,1
0.3,5,False,0,-0.05,2765564.39,False,1
0.3,2,True,0,-0.48,5398398.989999999,False,1
0.7,1,False,0,-0.46,4613180.16,False,0
0.0,4,True,1,0.13,6071071.14,True,1
-0.3,0,True,0,-0.49,6241983.649999999,False,1
0.3,5,False,1,-0.53,6341992.0200000005,True,1
-0.3,0,True,1,0.46,5886784.8,True,1
0.1,1,True,1,-0.56,7399091.25,True,1
-0.1,5,True,0,0.14,6001677.66,False,1
0.3,3,False,0,0.1,4084642.65,False,1
0.5,3,False,0,0.64,2356707.6900000004,False,0
0.0,2,False,0,0.5,5621241.78,False,0
0.0,1,True,1,-0.02,5936404.319999999,True,1
0.6,5,True,0,-0.11,2921766.8000000003,False,1
0.0,4,False,1,-0.08,6256790.4,True,1
0.0,0,True,0,0.4,3273542.84,False,1
0.3,4,True,1,0.08,4729741.4399999995,True,1
0.3,2,False,1,0.18,5866171.850000001,True,1
0.2,2,True,1,0.27,4023466.4699999997,True,1
0.6,1,False,0,-0.3,4466293.4399999995,False,0
0.5,4,True,0,-0.04,8164532.2,False,1
0.8,0,False,0,0.33,4654978.53,False,0
0.1,0,False,0,0.42,3887127.9,False,1
0.3,2,True,0,0.1,4749552.99,False,1
-0.1,1,False,1,0.58,3338058.48,True,1
-0.2,5,True,1,0.02,6458945.32,True,1
0.1,1,False,1,-0.58,6996857.449999999,True,1
0.1,5,False,0,-0.4,4392265.76,False,1
0.6,2,True,1,0.39,3108457.6399999997,True,1
-0.1,2,False,1,0.48,2495287.6999999997,True,1
0.4,3,True,1,0.1,5452154.7299999995,True,1
0.1,1,False,0,-0.07,3183704.2899999996,False,0
0.0,1,False,1,-0.61,6626708.800000001,True,1
0.5,2,False,1,-0.06,7173884.52,True,1
0.0,3,False,1,0.42,4273498.8,True,1
0.0,0,True,1,-0.02,6171479.91,True,1
0.4,0,False,0,-0.22,5280763.5,False,0
-0.1,2,False,1,-0.04,2285628.45,True,1
0.0,4,True,1,-0.25,4797504.47,True,1
0.2,5,False,0,-0.6,6450674.76,False,1
0.4,4,True,1,0.26,4468359.100000001,True,1
0.4,1,False,0,-0.33,3812420.04,False,0
0.0,0,True,1,0.06,5820826.55,True,1
0.1,0,False,0,0.07,5854682.489999999,False,0
0.1,1,False,0,-0.15,3252773.52,False,0
0.1,3,False,0,0.46,5981212.71,False,1
-0.2,5,True,1,0.22,3482766.0,True,1
0.4,2,True,1,0.29,5888778.0,True,1
0.5,1,True,1,-0.58,5998504.11,True,1
0.4,5,True,0,0.28,4565062.159999999,False,1
0.1,0,False,1,-0.24,4618956.96,True,1
0.4,3,True,1,-0.48,6690211.92,True,1
0.9,1,False,0,-0.17,3821987.25,False,0
0.1,5,False,0,-0.42,4911874.8,False,1
-0.1,3,False,0,0.53,3424614.79,False,1
0.0,5,True,0,-0.2,3403305.38,False,1
0.3,3,False,1,-0.1,6212038.199999999,True,1
0.0,3,False,1,-0.32,4362119.1,True,1
0.6,1,False,0,0.39,5492616.18,False,1
0.6,5,False,0,0.49,2411000.1,False,1
0.4,5,False,0,-0.08,3184312.56,False,1
0.1,4,False,1,0.12,6039289.300000001,True,1
0.2,0,True,0,-0.34,5347292.72,False,1
-0.1,1,True,0,0.48,3275154.61,False,1
0.2,3,True,1,0.26,4758461.44,True,1
0.2,5,False,0,0.42,4271362.68,False,1
0.1,5,True,1,-0.06,3691924.47,True,1
-0.2,0,True,1,0.5,3684258.81,True,1
-0.2,1,False,1,-0.0,3002382.6999999997,True,1
0.5,3,True,0,0.3,3745867.4,False,1
0.4,4,False,1,-0.0,4442519.9,True,1
0.5,3,True,1,-0.42,6113005.55,True,1
-0.3,4,True,1,-0.06,2431658.38,True,1
0.4,5,False,0,-0.52,5830647.720000001,False,1
0.4,2,False,0,-0.21,4725561.96,False,0
0.0,3,False,0,0.39,3501400.6500000004,False,1
-0.1,5,True,0,-0.48,6198370.85,False,1
0.5,4,False,0,-0.5,4635597.399999999,False,1
0.2,0,False,0,-0.62,6393649.36,False,0
0.0,4,True,0,0.16,4807925.08,False,1
0.1,0,True,0,0.72,3311433.16,False,1
0.4,3,True,0,-0.19,6709959.359999999,False,1
0.4,2,False,1,-0.22,4557314.0,True,1
0.0,4,True,0,0.31,6254282.76,False,1
0.4,1,False,1,-0.52,5821697.44,True,1
0.3,3,False,0,0.0,2052494.1300000001,False,1
0.0,5,True,1,0.41,4068873.38,True,1
0.2,4,False,0,0.12,6295227.13,False,1
-0.2,1,True,0,-0.58,5195988.0,False,1
-0.2,3,False,1,-0.49,6362084.970000001,True,1
0.6,3,False,0,0.49,5336750.1,False,1
-0.2,4,False,0,0.41,3305497.7800000003,False,1
-0.1,5,False,0,0.16,5331988.97,False,1
0.0,4,False,0,-0.07,5673314.68,False,1
0.2,4,True,0,-0.17,8342853.48,False,1
0.2,4,False,0,-0.22,4069923.04,False,1
-0.2,5,False,0,-0.44,5042048.22,False,1
0.5,0,False,1,-0.36,3988895.6499999994,True,1
0.0,1,False,1,-0.13,2670455.04,True,1
0.9,2,False,0,-0.07,5559078.199999999,False,0
0.4,2,False,0,-0.18,2915951.35,False,0
0.4,4,False,0,-0.16,2873423.3000000003,False,1
0.4,3,True,1,0.6,3188928.6,True,1
0.9,0,False,0,0.54,2337297.7199999997,False,0
0.2,3,False,0,0.53,3164335.1,False,0
0.4,4,False,0,0.51,3339717.2399999998,False,1
0.6,3,False,0,0.17,3639471.66,False,0
0.6,0,True,0,0.44,4971355.56,False,1
0.1,5,False,1,-0.21,4295853.06,True,1
0.2,3,False,0,0.59,4108542.9,False,1
0.6,3,True,0,0.08,7789914.0,False,1
0.4,0,True,0,0.08,6837024.9399999995,False,1
-0.3,3,False,1,-0.29,4763680.840000001,True,1
0.3,4,True,1,-0.06,3069649.59,True,1
0.1,3,False,0,0.04,6846174.899999999,False,1
-0.2,5,False,1,-0.44,5590968.9399999995,True,1
0.6,5,True,0,-0.01,6279240.87,False,1
0.0,2,False,1,-0.3,4703993.12,True,1
0.3,2,True,1,0.16,6447041.48,True,1
-0.2,2,False,1,-0.48,6577531.2,True,1
0.0,2,False,0,0.44,4405176.36,False,1
0.4,1,True,0,-0.39,5295328.75,False,1
0.4,3,False,1,0.2,5420219.7,True,1
-0.1,4,False,0,0.39,4411322.16,False,1
0.0,2,True,1,-0.33,5748366.36,True,1
-0.1,1,False,1,0.43,4550231.4,True,1
0.1,3,False,0,-0.44,4850047.84,False,1
-0.1,1,True,0,-0.14,3528350.56,False,1
0.3,5,False,1,-0.38,5177481.33,True,1
0.1,4,False,1,-0.2,3165309.0,True,1
0.1,4,False,1,0.21,3003448.14,True,1
0.2,3,True,0,0.23,3080420.3099999996,False,1
0.8,1,False,0,0.06,6329101.44,False,0
-0.3,2,False,1,-0.62,5348594.25,True,1
0.6,4,False,0,0.49,5478585.12,False,1
0.0,4,False,0,-0.51,6590732.8,False,1
-0.1,2,True,0,0.28,3417313.22,False,1
0.4,0,False,1,-0.06,3613901.8299999996,True,1
-0.2,3,False,0,-0.05,3539208.1399999997,False,1
-0.2,3,False,0,-0.25,3923787.4,False,1
-0.2,3,False,0,0.68,3470581.3899999997,False,1
0.4,3,True,1,-0.38,5819223.63,True,1
0.4,1,False,1,-0.37,8469620.04,True,1
-0.1,2,False,0,0.1,7844106.760000001,False,1
-0.3,0,False,1,-0.36,5814002.36,True,1
0.0,2,True,1,0.01,5185353.4799999995,True,1
0.5,5,True,1,0.12,5831818.8,True,1
0.2,1,False,1,0.17,3668072.87,True,1
-0.3,2,False,1,-0.37,4815142.97,True,1
0.0,1,False,0,-0.05,2793791.25,False,0
0.6,4,True,0,0.26,7836066.32,False,1
0.4,3,False,1,-0.07,2143828.8600000003,True,1
0.5,0,True,1,0.26,4986893.58,True,1
0.8,3,False,0,0.22,5404908.86,False,0
0.2,1,False,0,-0.24,3894127.4,False,0
-0.1,3,False,1,0.08,7060060.28,True,1
0.0,5,False,0,-0.38,3923424.8599999994,False,1
-0.3,3,False,1,0.15,3200487.68,True,1
0.8,0,False,0,-0.35,4766851.4,False,0
0.1,0,True,0,-0.31,4054318.8000000003,False,1
0.3,0,False,0,0.2,5075145.64,False,0
-0.3,0,True,1,0.32,4749674.92,True,1
-0.2,0,True,0,-0.44,5248567.76,False,1
0.0,0,True,0,-0.11,3042597.72,False,1
-0.3,2,False,1,-0.2,4441614.87,True,1
0.3,3,False,0,-0.22,7632513.3,False,1
0.5,5,False,0,0.44,3803607.6799999997,False,1
0.6,3,True,0,0.6,3602094.3,False,1
-0.2,5,True,1,-0.21,3408733.5800000005,True,1
-0.2,4,True,0,-0.3,6588314.0,False,1
0.4,5,False,1,-0.16,2569255.4699999997,True,1
0.0,3,True,0,-0.54,5415087.24,False,1
0.5,2,True,0,0.04,2042110.04,False,1
0.1,1,True,0,-0.44,4284956.9399999995,False,1
0.3,1,False,0,0.23,3123936.09,False,1
0.1,4,False,0,-0.46,4398176.760000001,False,1
0.2,5,False,0,0.47,2646395.56,False,1
0.5,0,False,0,-0.05,3154620.0,False,0
-0.3,4,False,0,-0.11,7457299.08,False,1
-0.1,2,False,0,0.42,2934244.86,False,1
0.6,5,True,1,-0.56,6667620.68,True,1
0.1,2,False,0,0.32,3976342.9599999995,False,0
0.2,2,True,0,0.07,6544439.0,False,1
0.5,1,True,0,-0.14,3216525.6,False,1
-0.1,3,True,0,-0.63,7510165.5,False,1
-0.3,5,False,0,-0.02,2683831.62,False,1
-0.1,3,False,1,-0.57,7173321.5600000005,True,1
0.2,5,True,1,0.06,3699321.6,True,1
-0.3,4,False,0,-0.34,7054176.0,False,1
0.1,1,False,0,-0.25,3756699.78,False,0
0.3,3,False,0,-0.2,6748150.05,False,1
0.5,5,False,0,-0.1,6251757.569999999,False,1
0.0,4,False,1,-0.19,3190139.5500000003,True,1
0.8,1,False,0,-0.58,6173104.55,False,0
