Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Service_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,timestamp,vehicle_id,Tire Pressure (PSI),mileage_per_year,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Air temperature [C],Process temperature [C],Failure
3,37043,0,1,2,0,0,2500,133332,2023-06-26,7,12.886480690130202,1,2,2,1,2033-01-26,1981,43.18080730245682,12347.666666666666,1,1.385,4.5,158,0,24.850000000000023,34.450000000000045,0
3,61143,1,4,5,1,1,1000,113681,2023-07-22,1,17.336658353133007,0,1,1,1,2033-01-27,1982,44.19582777672004,10190.5,2,1.487,4.13,160,0,24.850000000000023,34.55000000000001,0
1,60577,0,1,10,1,1,1000,113738,2023-03-31,3,16.34607372148041,1,2,1,1,2033-01-28,1983,33.09065267774874,5507.0,2,1.459,4.4399999999999995,163,0,24.850000000000023,34.450000000000045,0
0,33572,0,3,1,1,0,1000,109828,2023-08-01,5,17.19682816818046,1,0,0,1,2033-01-29,1984,62.37641381675346,16786.0,2,1.387,4.55,166,0,24.850000000000023,34.35000000000002,0
0,38380,1,4,6,1,1,1000,138413,2023-05-30,6,11.088926421644413,1,1,1,1,2033-01-30,1985,93.4944697973922,5482.857142857143,1,1.537,4.08,169,0,24.950000000000045,34.55000000000001,0
0,48095,2,0,4,0,1,2500,38959,2023-06-08,6,10.693245244985649,2,0,0,0,2033-01-31,1986,66.86584079368677,9619.0,1,1.498,4.29,171,0,24.950000000000045,34.450000000000045,0
0,53748,2,0,1,1,1,1500,139474,2024-02-27,3,13.137724938818298,0,0,2,1,2033-02-01,1987,99.09761730847056,26874.0,2,1.599,3.12,173,0,25.05000000000001,34.650000000000034,0
0,39918,1,5,9,0,0,2500,88681,2023-07-29,10,19.922435446332848,1,2,2,1,2033-02-02,1988,98.85296471448146,3991.8,0,1.42,3.9200000000000004,176,0,25.150000000000034,34.75,0
2,50138,2,1,5,1,0,1000,136177,2023-10-04,9,10.262199441443498,0,0,1,1,2033-02-03,1989,88.82110805370536,8356.333333333334,1,1.785,2.34,181,0,25.05000000000001,34.75,0
2,45913,1,5,9,1,1,2500,34633,2023-10-29,3,15.540593669313765,1,2,1,1,2033-02-05,1990,83.78669809460204,4591.3,1,1.423,4.8100000000000005,183,0,25.05000000000001,34.650000000000034,0
3,74663,0,2,5,0,1,2500,112236,2024-01-13,3,15.920712600423588,1,2,2,1,2033-02-06,1991,36.77059822607473,12443.833333333334,2,1.583,3.66,185,0,25.05000000000001,34.650000000000034,0
3,47421,2,4,6,1,1,1000,112699,2024-01-04,9,18.935721513900347,1,0,2,1,2033-02-09,1992,41.88647914483907,6774.428571428572,1,1.375,4.66,188,0,25.05000000000001,34.650000000000034,0
3,76602,1,1,4,0,0,2500,56712,2023-08-17,9,19.76911167733493,0,0,2,1,2033-02-12,1993,42.859844204337065,15320.4,2,1.463,4.25,190,0,25.150000000000034,34.85000000000002,0
3,60649,1,3,4,1,1,800,26670,2023-07-04,8,10.9060894684911,1,2,0,1,2033-02-13,1994,37.60535385845548,12129.8,2,1.403,4.51,193,0,25.05000000000001,34.75,0
2,54371,1,4,5,1,0,1500,26717,2023-06-11,9,16.025559232069313,0,1,0,1,2033-02-16,1995,84.67504999372503,9061.833333333334,1,1.451,4.71,196,0,25.150000000000034,34.85000000000002,0
0,74351,0,1,4,1,0,2000,98188,2023-11-03,1,14.470444594354838,1,2,0,1,2033-02-17,1996,91.99045309784786,14870.2,2,1.416,3.8200000000000003,198,1,25.25,34.85000000000002,1
0,70369,1,5,5,1,0,1000,52959,2023-07-11,10,16.658959491890048,2,2,2,1,2033-02-18,1997,79.78278597010784,11728.166666666666,1,1.672,4.13,0,0,25.150000000000034,34.950000000000045,0
0,40292,1,1,10,1,1,2000,96086,2024-01-23,6,11.808901853534788,2,1,2,1,2033-02-19,1998,73.34341455222665,3662.909090909091,0,1.637,3.08,2,0,25.150000000000034,34.85000000000002,0
3,64242,0,1,1,1,1,800,35807,2023-06-30,1,19.149000379274128,2,2,0,1,2033-02-20,1999,37.71779079018944,32121.0,1,1.54,3.78,7,0,25.25,34.85000000000002,0
1,45858,1,5,2,1,0,2000,58478,2023-08-03,6,16.219144706808656,0,1,1,1,2033-02-21,2000,33.09065267774874,15286.0,1,1.279,5.3100000000000005,9,0,25.25,34.950000000000045,0
0,54516,2,1,6,1,1,800,47083,2023-04-06,6,10.688079506089688,0,0,1,0,2033-02-22,2001,69.2600589979979,7788.0,1,1.604,3.4899999999999998,11,0,25.25,35.05000000000001,0
2,49406,2,5,4,1,1,800,33645,2023-07-02,2,16.49321672996902,1,1,1,1,2033-02-24,2002,89.78489861880519,9881.2,1,1.654,2.71,13,0,25.350000000000023,35.05000000000001,0
3,72760,1,3,10,1,0,800,45242,2023-06-16,5,10.08316565873282,1,1,2,1,2033-02-26,2003,39.37689885119592,6614.545454545455,2,1.564,3.75,15,0,25.350000000000023,35.05000000000001,0
1,35748,2,1,5,1,0,2000,97295,2023-04-18,6,17.95340041904255,0,1,1,0,2033-02-28,2004,33.09065267774874,5958.0,1,1.451,4.75,18,0,25.350000000000023,35.05000000000001,0
2,30279,1,0,9,1,0,1500,142607,2023-11-04,2,19.62294486465944,2,2,2,1,2033-03-01,2005,96.4276949629033,3027.9,1,1.504,3.8,20,0,25.350000000000023,35.150000000000034,0
3,49211,2,0,10,1,0,1000,129946,2023-12-04,8,14.768338820191351,0,2,2,1,2033-03-02,2006,35.377585078412146,4473.727272727273,2,1.381,5.05,22,0,25.350000000000023,35.150000000000034,0
2,66735,1,5,3,1,0,2500,44130,2023-05-28,6,18.274127800993472,1,0,2,1,2033-03-03,2007,109.07827048705784,16683.75,1,1.562,3.44,25,0,25.450000000000045,35.25,0
2,62582,2,1,7,1,0,800,62203,2023-04-14,3,18.39732381259052,1,0,1,0,2033-03-04,2008,83.0143884201593,7822.75,1,1.811,2.4699999999999998,27,0,25.350000000000023,35.150000000000034,0
3,55279,0,0,9,1,0,1000,49479,2023-06-25,1,14.256032332622212,1,1,0,0,2033-03-05,2009,44.86325393556431,5527.9,2,1.717,2.87,29,0,25.450000000000045,35.150000000000034,0
0,33837,1,2,1,1,1,800,37894,2023-10-19,7,16.47611209953754,2,0,0,0,2033-03-06,2010,69.22101808096431,16918.5,1,1.278,6.05,32,0,25.450000000000045,35.150000000000034,0
1,59521,0,5,1,1,1,2000,30720,2023-11-24,6,12.76581968594876,2,0,0,1,2033-03-11,2011,33.09065267774874,29760.5,1,1.616,3.02,34,0,25.55000000000001,35.35000000000002,0
3,62184,1,2,2,1,1,1000,102933,2023-09-16,3,11.9676360205133,0,2,0,1,2033-03-12,2012,39.26663738488601,20728.0,1,1.397,4.64,36,0,25.450000000000045,35.25,0
2,64803,0,3,4,1,1,2500,43587,2023-06-07,10,14.71544035651273,0,0,1,1,2033-03-13,2013,87.43644469033424,12960.6,1,1.485,4.29,38,0,25.450000000000045,35.25,0
1,41343,1,3,8,1,0,1000,15450,2023-06-04,7,18.707993871433324,1,0,1,0,2033-03-14,2014,33.09065267774874,4593.666666666667,1,1.31,5.970000000000001,40,0,25.450000000000045,35.25,0
2,63695,0,5,9,1,1,1500,34644,2023-05-06,5,12.226711889398317,0,1,2,1,2033-03-18,2015,100.0252939459423,6369.5,1,1.301,6.63,42,1,25.350000000000023,35.05000000000001,1
3,61172,0,5,4,1,0,1500,40495,2023-04-04,1,16.88254118194262,1,0,0,1,2033-03-20,2016,37.721999511531024,12234.4,1,1.458,4.4,44,0,25.350000000000023,35.150000000000034,0
2,74718,1,5,6,1,0,2000,110307,2023-05-20,4,11.993587342856832,2,2,2,1,2033-03-21,2017,114.10650392243808,10674.0,1,1.483,4.25,46,0,25.55000000000001,35.35000000000002,0
3,32721,0,1,9,1,0,800,143604,2023-09-29,5,15.815794885352537,1,1,2,1,2033-03-22,2018,44.17897611684264,3272.1,1,1.375,4.64,48,0,25.55000000000001,35.35000000000002,0
0,34464,1,3,8,1,0,1000,107675,2023-12-09,3,12.049586617864172,2,1,2,1,2033-03-24,2019,98.82844915155933,3829.3333333333335,2,1.66,2.7,50,0,25.55000000000001,35.35000000000002,0
1,72424,1,3,2,1,0,800,65604,2024-02-19,3,11.169062261908092,1,1,2,1,2033-03-25,2020,33.09065267774874,24141.33333333333,0,1.56,3.3299999999999996,53,0,25.55000000000001,35.25,0
3,66063,2,1,6,1,1,2500,124310,2023-06-07,2,17.027976464292244,0,0,1,0,2033-03-26,2021,40.2708557246446,9437.57142857143,1,1.48,4.220000000000001,58,0,25.55000000000001,35.35000000000002,0
3,75658,1,2,4,1,0,1500,121959,2023-09-23,3,11.753349114941717,2,0,1,0,2033-03-28,2022,42.0689947461226,15131.6,1,1.373,4.6899999999999995,60,0,25.55000000000001,35.25,0
0,44099,1,5,5,1,1,1000,72822,2023-09-09,9,17.677885450592314,0,2,0,1,2033-03-29,2023,86.07861990301839,7349.833333333333,1,1.444,5.42,62,0,25.55000000000001,35.35000000000002,0
2,73279,0,2,4,1,1,800,16215,2023-06-17,4,13.71245601280754,2,1,2,1,2033-04-03,2024,118.43918968431146,14655.8,2,1.722,2.4699999999999998,64,0,25.55000000000001,35.450000000000045,0
0,58664,2,4,2,0,1,2500,107256,2024-02-11,8,13.566353528201772,2,0,0,1,2033-04-04,2025,71.72992239710754,19554.666666666668,1,1.469,3.9899999999999998,67,0,25.55000000000001,35.35000000000002,0
0,57069,0,3,10,1,0,1000,47759,2023-06-19,6,13.03251828451127,1,0,2,1,2033-04-05,2026,81.5128660748424,5188.090909090909,2,1.36,5.29,69,0,25.55000000000001,35.35000000000002,0
1,40884,2,1,6,0,1,2500,129691,2023-11-01,8,19.13844053998181,2,0,2,1,2033-04-06,2027,33.09065267774874,5840.571428571428,1,1.75,2.58,72,0,25.55000000000001,35.25,0
2,51473,2,3,7,1,0,1500,78678,2023-11-04,7,16.37013721888579,0,1,0,1,2033-04-07,2028,105.71391419803165,6434.125,2,1.349,4.66,74,0,25.55000000000001,35.150000000000034,0
0,48301,0,0,5,1,0,1500,56193,2023-11-05,3,13.601638155477564,0,1,1,0,2033-04-09,2029,79.7256712026799,8050.166666666667,1,1.668,3.5200000000000005,77,0,25.55000000000001,35.35000000000002,0
0,72098,0,5,4,1,1,800,79015,2024-01-14,10,18.54529370096084,1,2,1,1,2033-04-11,2030,99.7699152937702,14419.6,1,1.4,4.95,79,0,25.75,35.450000000000045,0
0,77187,1,1,8,1,0,2000,130873,2023-05-22,2,11.169394435743175,0,0,1,0,2033-04-12,2031,65.20202614096898,8576.333333333334,1,1.331,6.279999999999999,81,0,25.650000000000034,35.450000000000045,0
1,35007,2,4,9,1,1,800,101980,2024-01-31,2,10.085512164576668,0,2,2,1,2033-04-13,2032,33.09065267774874,3500.7,1,1.444,4.220000000000001,83,0,25.650000000000034,35.35000000000002,0
1,67294,1,0,6,0,1,2500,139955,2023-06-24,6,19.425590140788746,2,0,2,1,2033-04-17,2033,33.09065267774874,9613.42857142857,0,1.359,4.76,85,0,25.650000000000034,35.35000000000002,0
3,75121,0,5,9,1,0,1500,22976,2023-08-25,6,14.669447261589696,1,2,1,1,2033-04-19,2034,37.4162487552757,7512.1,2,1.425,4.74,90,0,25.650000000000034,35.35000000000002,0
1,60675,1,1,1,1,1,2000,101451,2023-10-14,7,14.191532132085934,1,1,0,0,2033-04-20,2035,33.09065267774874,30337.5,2,1.469,3.4200000000000004,93,0,25.75,35.450000000000045,0
0,38735,1,3,8,1,1,800,58935,2023-05-10,4,13.044395429119136,1,0,0,0,2033-04-22,2036,67.68318307812171,4303.888888888889,1,1.892,2.2800000000000002,96,0,25.850000000000023,35.55000000000001,0
0,38685,0,3,1,1,1,2500,127975,2023-05-29,1,10.497029788387415,2,0,2,1,2033-04-23,2037,94.1140829257171,19342.5,0,1.94,1.9899999999999998,98,0,25.850000000000023,35.55000000000001,0
2,67333,1,3,2,1,1,2000,50660,2023-04-30,7,11.242830689553866,0,2,1,1,2033-04-25,2038,91.73346888688609,22444.33333333333,1,1.405,5.5200000000000005,103,0,25.850000000000023,35.650000000000034,0
2,52203,1,4,1,1,1,800,50919,2023-08-02,3,17.59103454898988,0,1,2,1,2033-04-27,2039,114.172932430738,26101.5,2,1.449,3.96,105,0,25.850000000000023,35.75,0
0,60924,1,1,10,1,1,1500,30400,2023-08-12,4,12.453048116438588,0,0,1,0,2033-04-29,2040,64.32802100710994,5538.545454545455,1,1.686,2.96,108,0,25.950000000000045,35.75,0
3,30887,2,0,2,1,1,2500,60740,2023-06-05,3,15.376084419476191,0,0,0,0,2033-05-01,2041,37.57490714646533,10295.666666666666,1,1.68,2.7199999999999998,110,0,25.950000000000045,35.75,0
0,76527,0,5,5,1,1,2000,48534,2024-02-14,2,14.204854759565492,0,2,2,1,2033-05-02,2042,90.73331676470688,12754.5,2,1.397,5.24,112,0,25.950000000000045,35.75,0
2,45788,1,2,8,1,0,1000,111959,2023-11-06,9,18.29788252396378,1,0,1,0,2033-05-03,2043,115.5432492558082,5087.555555555556,2,1.597,3.0300000000000002,115,0,26.05000000000001,35.85000000000002,0
2,36039,0,0,1,1,1,800,64540,2023-06-03,5,12.099621590652925,0,2,1,1,2033-05-06,2044,117.34899648306124,18019.5,1,1.47,4.11,118,0,26.150000000000034,35.950000000000045,0
2,33408,0,4,8,1,1,1000,90217,2023-07-07,2,13.171129239027678,1,2,1,1,2033-05-07,2045,111.01510608017388,3712.0,2,1.703,3.13,120,0,26.150000000000034,35.950000000000045,0
0,69110,2,0,8,0,1,2500,145442,2023-04-13,6,14.188591617307615,0,0,1,0,2033-05-08,2046,74.29070383969037,7678.888888888889,1,1.388,4.55,123,0,26.150000000000034,35.950000000000045,0
3,61649,2,2,10,1,1,2000,1611,2023-08-27,5,18.824361147456067,2,0,0,1,2033-05-09,2047,40.41286694410479,5604.454545454545,1,1.775,2.42,125,0,26.150000000000034,36.05000000000001,0
2,56560,0,2,4,1,0,2000,65745,2023-08-20,6,19.07301398346995,2,0,2,1,2033-05-11,2048,110.85815558479769,11312.0,1,1.465,4.15,127,0,26.150000000000034,36.05000000000001,0
1,41785,1,5,10,0,0,2500,17850,2023-08-17,3,16.78222477567303,2,0,0,1,2033-05-14,2049,33.09065267774874,3798.636363636364,2,1.586,3.79,129,0,26.150000000000034,36.05000000000001,0
1,64632,2,4,2,1,1,2000,112452,2023-11-12,5,14.724895360330832,0,2,0,1,2033-05-17,2050,33.09065267774874,21544.0,2,1.675,2.92,132,0,26.350000000000023,36.150000000000034,0
1,63739,1,2,8,1,0,2000,125737,2024-01-29,9,18.081325550865024,2,2,1,1,2033-05-18,2051,33.09065267774874,7082.111111111111,2,1.47,4.4399999999999995,135,0,26.25,36.05000000000001,0
1,43407,0,3,1,1,0,1500,31824,2023-12-29,5,11.236011339655184,1,2,2,1,2033-05-20,2052,33.09065267774874,21703.5,1,1.477,4.04,138,0,26.350000000000023,36.150000000000034,0
3,55048,1,0,10,0,1,2500,54022,2024-02-02,5,19.223048501231144,0,0,1,0,2033-05-21,2053,38.16292838235737,5004.363636363636,1,1.382,6.1,140,0,26.350000000000023,36.150000000000034,0
0,40283,1,3,2,1,0,800,7130,2023-04-12,1,12.581580084544305,1,1,2,1,2033-05-22,2054,96.00078663033536,13427.666666666666,2,1.605,2.98,142,0,26.450000000000045,36.25,0
2,52637,0,0,6,1,1,1000,45689,2023-12-17,5,17.215410330982632,0,1,0,0,2033-05-24,2055,118.22693867725891,7519.571428571428,1,1.643,3.29,145,0,26.450000000000045,36.25,0
0,44119,0,0,6,1,1,2000,123173,2023-11-23,2,14.537914880402363,2,1,2,1,2033-05-26,2056,64.36693074726004,6302.714285714285,1,1.333,5.41,147,0,26.350000000000023,36.150000000000034,0
1,53419,2,1,8,1,0,1500,53318,2023-05-17,10,15.37949739873476,2,2,1,1,2033-05-27,2057,33.09065267774874,5935.444444444444,1,1.52,4.2299999999999995,149,0,26.350000000000023,36.150000000000034,0
1,38663,2,1,1,1,0,1500,84404,2023-12-20,6,15.282118048338493,2,0,1,0,2033-05-28,2058,33.09065267774874,19331.5,2,1.902,2.4,151,0,26.350000000000023,36.150000000000034,0
0,74180,1,1,6,1,0,800,144634,2023-06-07,5,13.216189688011552,0,2,1,1,2033-05-29,2059,83.81413046245672,10597.142857142857,0,1.386,4.4399999999999995,154,0,26.350000000000023,36.25,0
3,65913,2,5,9,1,1,1500,70473,2023-11-30,8,10.696034258553876,0,1,0,1,2033-05-30,2060,43.59843141379824,6591.3,1,1.803,2.77,159,0,26.450000000000045,36.35000000000002,0
1,57716,0,5,9,0,0,2500,52394,2024-01-31,6,10.600844217866529,2,1,0,1,2033-05-31,2061,33.09065267774874,5771.6,1,1.359,5.07,161,0,26.55000000000001,36.450000000000045,0
0,75435,0,4,8,1,1,1000,73325,2023-06-20,5,10.29244072512443,0,2,1,1,2033-06-02,2062,95.07982700831975,8381.666666666666,2,1.477,4.2700000000000005,163,0,26.55000000000001,36.450000000000045,0
1,32189,1,1,3,1,1,1500,81444,2023-07-18,7,12.934617274718187,2,2,0,1,2033-06-03,2063,33.09065267774874,8047.25,1,1.321,5.34,166,0,26.55000000000001,36.450000000000045,0
0,78842,2,0,7,1,0,2000,56732,2023-04-10,1,14.866657332435649,0,0,2,1,2033-06-04,2064,89.46503136905162,9855.25,1,1.453,4.14,168,0,26.450000000000045,36.35000000000002,0
2,75462,2,4,4,1,1,1500,2194,2023-06-28,5,17.31767925420741,2,0,2,1,2033-06-05,2065,104.92081645747086,15092.4,1,1.419,4.51,170,0,26.55000000000001,36.450000000000045,0
0,73518,1,1,3,1,0,2000,15245,2023-10-17,10,15.89519886439535,1,1,2,1,2033-06-07,2066,93.4669083542216,18379.5,1,1.512,3.62,172,0,26.55000000000001,36.450000000000045,0
1,72324,0,5,9,1,1,2000,94582,2023-06-20,2,13.02302037145896,1,1,1,1,2033-06-08,2067,33.09065267774874,7232.4,1,1.553,3.6799999999999997,174,0,26.55000000000001,36.450000000000045,0
3,76433,1,4,3,1,0,2000,1593,2023-08-05,1,14.406940163961153,0,2,0,1,2033-06-10,2068,41.34600633499368,19108.25,2,1.534,3.91,176,0,26.55000000000001,36.450000000000045,0
3,65024,1,5,2,1,1,800,128340,2023-04-26,4,13.425045251293342,0,1,2,1,2033-06-11,2069,37.445457568746974,21674.666666666668,0,1.553,4.1,179,0,26.55000000000001,36.450000000000045,0
0,74501,0,0,1,1,0,1000,62483,2024-02-27,5,19.45996842546125,0,2,1,1,2033-06-13,2070,89.64561038808274,37250.5,1,1.352,4.970000000000001,184,0,26.55000000000001,36.35000000000002,0
1,56472,2,3,10,0,0,2500,122826,2023-05-25,10,19.811304985397108,1,0,2,1,2033-06-14,2071,33.09065267774874,5133.818181818182,2,1.313,6.0,186,0,26.55000000000001,36.450000000000045,0
1,72621,2,3,1,0,0,2500,68227,2023-05-31,6,18.168451011710783,1,0,1,1,2033-06-15,2072,33.09065267774874,36310.5,1,1.57,3.55,189,0,26.450000000000045,36.35000000000002,1
3,77684,1,1,6,1,1,1500,96566,2023-11-22,10,10.671028349411126,0,1,0,1,2033-06-17,2073,43.91426692250578,11097.714285714286,1,1.677,3.1100000000000003,191,0,26.450000000000045,36.25,0
1,34886,1,3,8,1,1,1000,72977,2023-08-30,3,10.873641516316171,0,1,1,0,2033-06-18,2074,33.09065267774874,3876.222222222222,1,1.602,3.15,193,0,26.350000000000023,36.25,0
3,39231,0,5,4,1,1,800,143725,2023-04-20,4,17.233275050749683,2,2,0,1,2033-06-20,2075,40.00968817601719,7846.2,1,1.39,5.88,195,1,26.350000000000023,36.25,1
2,68671,2,5,9,1,0,1500,103163,2023-10-01,10,14.97528833558523,2,0,2,1,2033-06-23,2076,90.50962038661002,6867.1,1,1.544,3.6,197,0,26.25,36.150000000000034,0
3,39989,1,1,6,1,1,800,34069,2023-08-06,7,12.83860113853916,0,2,1,1,2033-06-24,2077,37.17399238667822,5712.714285714285,1,1.701,3.12,199,0,26.25,36.25,0
1,47676,0,1,1,1,0,800,31884,2023-08-19,1,18.912066458698188,1,1,1,0,2033-06-26,2078,33.09065267774874,23838.0,2,1.692,2.84,201,0,26.25,36.150000000000034,0
1,47402,2,1,3,1,0,1500,119317,2023-05-29,6,14.625705946139211,1,1,1,0,2033-06-27,2079,33.09065267774874,11850.5,2,1.523,3.79,204,0,26.150000000000034,36.150000000000034,0
3,63569,2,3,8,1,1,1500,15114,2023-11-09,9,15.328537831443322,2,0,1,1,2033-06-28,2080,37.33056969822536,7063.222222222223,1,2.28,1.54,207,0,26.150000000000034,36.05000000000001,0
1,66218,0,4,3,1,0,2000,50709,2023-12-17,3,12.169481993783998,0,1,1,1,2033-07-01,2081,33.09065267774874,16554.5,2,1.485,4.71,209,0,26.25,36.150000000000034,0
1,70533,2,0,3,1,1,800,30520,2023-10-20,6,19.39273267210921,0,2,0,1,2033-07-04,2082,33.09065267774874,17633.25,0,1.513,3.6100000000000003,212,0,26.25,36.05000000000001,0
1,59700,0,0,1,1,0,1000,91828,2023-08-09,5,12.901947753752284,0,0,1,0,2033-07-05,2083,33.09065267774874,29850.0,0,1.743,2.82,0,0,26.25,36.150000000000034,0
0,35956,2,0,2,1,0,1000,146660,2023-11-06,9,15.171129535079078,2,1,2,1,2033-07-06,2084,85.92503653989233,11985.333333333334,1,1.442,4.62,5,0,26.350000000000023,36.150000000000034,0
0,41353,0,1,10,1,0,1000,49977,2024-01-29,9,11.665391502333607,0,0,1,0,2033-07-07,2085,80.60397932273546,3759.363636363637,1,1.462,4.67,7,0,26.350000000000023,36.150000000000034,0
0,64896,0,5,2,1,1,2500,98002,2023-04-14,3,16.15731717420333,0,0,2,1,2033-07-08,2086,89.92181191011105,21632.0,0,1.439,4.970000000000001,9,0,26.25,36.150000000000034,0
0,42607,0,1,9,1,1,1000,70440,2024-02-02,6,11.576904001185788,1,2,2,1,2033-07-09,2087,69.0887246236068,4260.7,1,1.577,3.66,14,0,26.350000000000023,36.150000000000034,0
3,45283,0,0,1,1,1,1000,7813,2023-07-02,7,15.546090843386075,1,2,2,1,2033-07-11,2088,36.12289213693486,22641.5,1,1.331,4.64,16,0,26.450000000000045,36.25,0
1,42520,2,2,1,1,0,1500,50518,2023-07-06,9,19.216750630997414,1,1,2,1,2033-07-13,2089,33.09065267774874,21260.0,1,1.941,2.25,18,0,26.350000000000023,36.150000000000034,0
3,53050,0,2,5,0,0,2500,133284,2023-04-25,1,12.23785265527689,1,1,1,0,2033-07-14,2090,38.87645598412692,8841.666666666666,1,1.393,4.7299999999999995,20,0,26.350000000000023,36.05000000000001,0
0,65237,0,1,6,1,1,1000,108559,2023-06-11,1,12.867728919052864,0,0,0,0,2033-07-17,2091,69.77840784249861,9319.57142857143,1,1.433,4.21,22,0,26.25,36.05000000000001,0
1,69501,0,5,2,0,0,2500,78440,2024-01-12,5,18.110210144984546,2,2,0,1,2033-07-18,2092,33.09065267774874,23167.0,1,1.444,4.82,24,0,26.25,36.05000000000001,0
2,31817,1,1,1,1,0,1500,18344,2023-10-18,8,10.795091093636175,1,0,0,0,2033-07-21,2093,97.60382998151916,15908.5,1,1.564,3.9,26,0,26.25,36.05000000000001,0
3,60495,0,3,4,0,0,2500,131029,2024-01-28,9,16.560004355272426,1,2,1,1,2033-07-22,2094,36.30168359141541,12099.0,1,1.377,4.36,28,0,26.25,36.150000000000034,0
3,63843,2,0,7,1,1,2000,51038,2023-05-18,9,13.30971696685688,1,0,1,1,2033-07-25,2095,39.45361561987211,7980.375,1,1.525,4.15,30,0,26.25,36.150000000000034,0
3,40747,0,3,3,1,1,1500,34602,2024-01-30,3,10.415488446344138,1,2,0,1,2033-07-26,2096,35.71948848550007,10186.75,2,1.387,5.62,32,0,26.350000000000023,36.25,0
1,66717,1,5,9,1,0,2000,20030,2023-05-31,10,14.03134069481895,2,2,1,1,2033-07-27,2097,33.09065267774874,6671.7,2,1.326,4.75,35,0,26.25,36.25,0
3,32694,2,2,4,1,1,2000,33999,2024-01-15,10,19.77072164139556,0,0,2,1,2033-07-28,2098,43.14472840152657,6538.8,1,1.401,5.9,38,0,26.25,36.150000000000034,0
3,57315,0,3,9,0,1,2500,61603,2023-05-29,1,13.268865490401703,1,1,0,1,2033-07-29,2099,35.98306610039367,5731.5,1,1.596,3.18,40,0,26.25,36.150000000000034,0
1,71945,0,5,6,1,0,2000,143180,2023-07-27,8,18.98112883162266,0,0,0,1,2033-07-31,2100,33.09065267774874,10277.857142857143,2,1.471,4.6,42,0,26.150000000000034,36.150000000000034,0
3,44659,1,2,10,1,0,1500,78207,2023-12-22,4,17.173635246489052,0,2,0,1,2033-08-01,2101,42.62843647352162,4059.909090909091,1,1.528,3.78,45,0,26.150000000000034,36.150000000000034,0
3,55490,2,0,4,1,1,2000,15541,2023-05-04,1,15.842633893857688,2,1,1,0,2033-08-02,2102,36.022569897621416,11098.0,1,1.325,6.2,47,0,26.150000000000034,36.150000000000034,0
3,37528,0,3,7,1,1,1500,9249,2023-04-23,3,13.737114068047322,1,2,0,1,2033-08-04,2103,40.66480950239162,4691.0,2,1.376,4.67,49,0,26.150000000000034,35.950000000000045,0
2,67088,1,1,10,1,0,2000,99083,2024-02-18,5,17.951952859994705,2,1,1,0,2033-08-05,2104,97.86635645370318,6098.909090909091,2,1.6,3.53,52,0,26.150000000000034,35.950000000000045,0
1,39628,1,3,10,1,1,2000,80485,2023-07-03,4,18.671524253741023,0,2,1,1,2033-08-06,2105,33.09065267774874,3602.5454545454545,1,1.495,4.4,55,0,26.150000000000034,35.950000000000045,0
3,70761,2,0,5,1,1,1500,26471,2023-06-29,7,11.84466099254216,1,1,0,0,2033-08-07,2106,44.08586919930873,11793.5,1,1.645,2.8600000000000003,57,0,26.25,35.950000000000045,0
1,76047,2,4,5,1,0,1500,8161,2024-01-04,1,11.961716022233412,1,0,1,1,2033-08-09,2107,33.09065267774874,12674.5,2,1.417,4.7299999999999995,59,0,26.25,35.950000000000045,0
3,65839,2,5,3,1,1,1000,58225,2023-12-25,5,17.069726888597756,1,2,2,1,2033-08-12,2108,41.4150322148362,16459.75,0,1.415,5.17,62,0,26.25,35.85000000000002,0
2,57965,2,1,2,1,1,800,31198,2023-04-09,4,17.252126832343613,2,2,0,1,2033-08-13,2109,107.90088078387689,19321.666666666668,2,1.496,4.34,67,0,26.150000000000034,35.85000000000002,0
3,37945,0,1,4,1,1,800,71685,2023-04-24,7,12.505067499553745,2,0,1,0,2033-08-14,2110,44.34088548425128,7589.0,0,1.508,3.5,70,0,26.150000000000034,35.85000000000002,0
2,76094,1,2,9,1,0,800,75479,2023-09-10,8,11.879635723674795,0,1,2,1,2033-08-15,2111,106.56571841585708,7609.4,1,1.436,4.79,75,0,26.25,35.85000000000002,0
0,48045,2,5,4,1,1,1500,61468,2023-04-01,6,13.532374687305166,1,2,0,1,2033-08-18,2112,88.10037817915223,9609.0,1,1.852,2.2600000000000002,77,0,26.350000000000023,35.950000000000045,0
2,32983,1,2,1,1,1,2000,35177,2023-11-20,5,14.14012046226228,0,1,1,0,2033-08-21,2113,115.69543971024233,16491.5,1,1.863,2.25,79,0,26.350000000000023,35.950000000000045,0
1,76700,1,4,8,1,1,1500,10996,2024-01-29,9,17.182363450321198,0,1,1,1,2033-08-22,2114,33.09065267774874,8522.222222222223,0,1.373,4.41,81,0,26.25,35.950000000000045,0
2,31187,2,2,4,1,0,2500,118965,2023-09-05,1,16.165798068236484,0,1,1,1,2033-08-23,2115,87.32806629451693,6237.4,1,1.404,4.7299999999999995,86,0,26.25,35.85000000000002,0
